filename,object_id,final_shape,tgt_points,color_transfer_coeffs,polynomial_coeffs,polynomial_mean_coeffs,percentile_coeffs
CoG8c9yxubnjMgbm22W95A.jpg,16,other,"[[1356.0, 1346.0], [1392.0, 1345.0], [1391.0, 1407.0], [1354.0, 1407.0]]",,,,
CoG8c9yxubnjMgbm22W95A.jpg,42,other,"[[101.0, 1255.0], [199.0, 1258.0], [189.0, 1349.0], [92.0, 1344.0]]",,,,
CoG8c9yxubnjMgbm22W95A.jpg,35,square,"[[926.0, 1373.0], [993.0, 1376.0], [993.0, 1447.0], [919.0, 1446.0]]","[[0.06474887579679489, -1.7941336631774902], [0.5283268094062805, 0.5978503227233887], [0.055732183158397675, -0.37907084822654724]]","[[-0.0683678686618805, 0.41488364338874817], [-0.07344494014978409, 0.510304868221283], [0.0056502618826925755, 0.27027428150177]]","[[-0.025234509259462357, 0.39028796553611755]]","[[0.34622567892074585, 0.1993047297000885]]"
CoG8c9yxubnjMgbm22W95A.jpg,74,square,"[[1855.0, 1386.0], [1919.0, 1387.0], [1915.0, 1455.0], [1851.0, 1453.0]]","[[0.061987392604351044, -1.6717524528503418], [0.5062747001647949, 0.5884500741958618], [0.0798284187912941, -0.38166454434394836]]","[[-0.095797598361969, 0.4721170961856842], [-0.10494975000619888, 0.5693791508674622], [0.0006367631140165031, 0.2738473415374756]]","[[-0.047858111560344696, 0.4327298402786255]]","[[0.4025764465332031, 0.2103467732667923]]"
CoG8c9yxubnjMgbm22W95A.jpg,41,circle,"[[89.0, 1123.0], [219.0, 1123.0], [219.0, 1254.0], [89.0, 1254.0]]","[[0.1606200635433197, -2.0978188514709473], [0.8122084140777588, -1.543705940246582], [0.2708432078361511, -0.201202854514122]]","[[-0.3711061477661133, 0.5978817939758301], [-0.026204431429505348, 0.19531552493572235], [0.06517461687326431, 0.26904404163360596]]","[[-0.06459929049015045, 0.2768324911594391]]","[[0.2705399692058563, 0.1418997049331665]]"
CoG8c9yxubnjMgbm22W95A.jpg,84,diamond-s,"[[2286.0, 1410.0], [2329.0, 1362.0], [2374.0, 1408.0], [2332.0, 1453.0]]","[[0.046004872769117355, -1.7245638370513916], [0.2089271992444992, -0.2323884814977646], [0.03936345502734184, -0.35453349351882935]]","[[0.12817879021167755, 0.30420824885368347], [0.10147116333246231, 0.33389657735824585], [0.20661592483520508, 0.21776337921619415]]","[[0.11005859076976776, 0.30504530668258667]]","[[0.1603008210659027, 0.30148017406463623]]"
CpAP3eAPqASUs-zviqDTQA.jpg,36,diamond-l,"[[888.0, 1526.0], [932.0, 1493.0], [966.0, 1534.0], [921.0, 1569.0]]","[[0.06481779366731644, -1.010233759880066], [0.07377481460571289, 0.27185773849487305], [0.06771981716156006, -0.4412248134613037]]","[[0.08649365603923798, 0.6780211329460144], [0.10893303900957108, 0.5402568578720093], [0.4359995126724243, 0.25053155422210693]]","[[0.09269510954618454, 0.5002514123916626]]","[[0.5635324716567993, 0.27051204442977905]]"
CrCf88hb1xuUCvwZSsb4Ww.jpg,31,diamond-l,"[[959.0, 1723.0], [1004.0, 1678.0], [1048.0, 1729.0], [998.0, 1767.0]]","[[0.03908923268318176, -2.6917600631713867], [0.1562899798154831, 0.2206529974937439], [0.04715307801961899, -0.21374794840812683]]","[[0.08315465599298477, 0.299469918012619], [0.06242407485842705, 0.2026749551296234], [-0.06648058444261551, 0.09437450021505356]]","[[0.063316710293293, 0.1995255947113037]]","[[0.27324095368385315, 0.0942012220621109]]"
CrCf88hb1xuUCvwZSsb4Ww.jpg,33,diamond-l,"[[1663.0, 1748.0], [1698.0, 1708.0], [1743.0, 1753.0], [1692.0, 1792.0]]","[[0.06023295596241951, -3.091279983520508], [0.19013622403144836, 0.1432928442955017], [0.07006057351827621, -0.1408764123916626]]","[[0.049231674522161484, 0.24590064585208893], [0.03580214083194733, 0.1599811613559723], [-0.08108740299940109, 0.0713779628276825]]","[[0.033173296600580215, 0.16011489927768707]]","[[0.18860377371311188, 0.06617678701877594]]"
CrCf88hb1xuUCvwZSsb4Ww.jpg,30,other,"[[1319.0, 1568.0], [1473.0, 1578.0], [1473.0, 1617.0], [1319.0, 1613.0]]",,,,
CrCf88hb1xuUCvwZSsb4Ww.jpg,32,other,"[[979.0, 1773.0], [1019.0, 1773.0], [1019.0, 1813.0], [977.0, 1818.0]]",,,,
CrCf88hb1xuUCvwZSsb4Ww.jpg,34,other,"[[1675.0, 1794.0], [1717.0, 1794.0], [1717.0, 1837.0], [1673.0, 1837.0]]",,,,
CrCf88hb1xuUCvwZSsb4Ww.jpg,38,rect-l,"[[769.0, 1653.0], [819.0, 1653.0], [819.0, 1707.0], [774.0, 1707.0]]","[[0.02450709044933319, -2.640245199203491], [0.03537534922361374, -0.6090232729911804], [0.02262861840426922, -0.22707633674144745]]","[[0.0054535772651433945, 0.19241870939731598], [0.006958703510463238, 0.20692138373851776], [0.008887101896107197, 0.2274341583251953]]","[[0.005621070973575115, 0.20894791185855865]]","[[0.06067899614572525, 0.1833878606557846]]"
Cw3H34f4qc5mKF3ZtXMGFw.jpg,23,diamond-s,"[[1670.0, 444.0], [1715.0, 394.0], [1763.0, 443.0], [1725.0, 497.0]]","[[0.06762449443340302, -1.6539183855056763], [0.18764027953147888, -0.264567106962204], [0.05843963846564293, -0.3481603264808655]]","[[-0.010127563029527664, 0.42516186833381653], [-0.0030152008403092623, 0.41970306634902954], [0.2001027762889862, 0.24535797536373138]]","[[0.032440073788166046, 0.3737291097640991]]","[[0.1351287066936493, 0.32056066393852234]]"
Cw3H34f4qc5mKF3ZtXMGFw.jpg,47,other,"[[228.0, 686.0], [233.0, 597.0], [266.0, 596.0], [257.0, 685.0]]",,,,
Cw3H34f4qc5mKF3ZtXMGFw.jpg,27,square,"[[1446.0, 747.0], [1486.0, 745.0], [1489.0, 787.0], [1449.0, 788.0]]","[[0.1511545032262802, -2.0731987953186035], [0.2903701066970825, -0.3751145303249359], [0.15571753680706024, -0.18678197264671326]]","[[0.2162891924381256, 0.18065452575683594], [0.2530418932437897, 0.12542758882045746], [0.1912856549024582, 0.18803337216377258]]","[[0.2421559989452362, 0.1484355926513672]]","[[0.3500674068927765, 0.10545649379491806]]"
Cw3H34f4qc5mKF3ZtXMGFw.jpg,32,circle,"[[1694.0, 499.0], [1764.0, 499.0], [1764.0, 578.0], [1694.0, 578.0]]","[[0.28601139783859253, -1.6975154876708984], [0.37366053462028503, -1.3300011157989502], [0.27898186445236206, -0.2149801254272461]]","[[-0.38083818554878235, 0.5209069848060608], [-0.05315665155649185, 0.2393556833267212], [-0.037961289286613464, 0.3407141864299774]]","[[-0.09105844050645828, 0.29431140422821045]]","[[0.2291666567325592, 0.1318168044090271]]"
D4Wpz-R1cboRDTmn_o3vqA.jpg,22,diamond-l,"[[1818.0, 701.0], [1860.0, 657.0], [1908.0, 697.0], [1864.0, 742.0]]","[[0.0865831971168518, -1.7200336456298828], [0.10449181497097015, 0.25906381011009216], [0.08305386453866959, -0.3491874933242798]]","[[0.15942679345607758, 0.3577274978160858], [0.19570180773735046, 0.315003901720047], [0.7534429430961609, 0.10979068279266357]]","[[0.19166965782642365, 0.2628422677516937]]","[[0.3893777132034302, 0.15207946300506592]]"
D6WzRRdoC1_3UWRe3VLNDA.jpg,97,diamond-s,"[[2292.0, 713.0], [2356.0, 643.0], [2437.0, 702.0], [2368.0, 778.0]]","[[0.09149481356143951, -1.3395922183990479], [0.1875544935464859, -0.16034220159053802], [0.08407898992300034, -0.3725402057170868]]","[[0.09769559651613235, 0.4360850155353546], [0.11417634785175323, 0.40308600664138794], [0.2361169010400772, 0.2754015028476715]]","[[0.14733318984508514, 0.36091193556785583]]","[[0.22224295139312744, 0.3698822557926178]]"
D6WzRRdoC1_3UWRe3VLNDA.jpg,95,square,"[[2069.0, 721.0], [2155.0, 713.0], [2159.0, 797.0], [2073.0, 801.0]]","[[0.11884988844394684, -2.057246446609497], [0.45317840576171875, -0.378253698348999], [0.08012271672487259, -0.31287509202957153]]","[[0.14453217387199402, 0.14330127835273743], [0.12985436618328094, 0.22042542695999146], [0.068174347281456, 0.345738023519516]]","[[0.09880997985601425, 0.23664002120494843]]","[[0.3035353422164917, 0.141116201877594]]"
DDP19bgJkjkgQvV047klww.jpg,92,diamond-l,"[[1647.0, 1312.0], [1672.0, 1282.0], [1699.0, 1312.0], [1675.0, 1342.0]]","[[0.0733615905046463, -2.386080741882324], [0.06315753608942032, -0.40300536155700684], [0.07412910461425781, -0.2227720320224762]]","[[-0.05105431377887726, 0.27188628911972046], [-0.06727788597345352, 0.24593870341777802], [-0.7217864990234375, 0.22555659711360931]]","[[-0.12201477587223053, 0.26672327518463135]]","[[0.11323530972003937, 0.13314950466156006]]"
DDP19bgJkjkgQvV047klww.jpg,93,diamond-l,"[[1645.0, 1375.0], [1674.0, 1344.0], [1699.0, 1376.0], [1671.0, 1407.0]]","[[0.06438691914081573, -2.6217799186706543], [0.09097201377153397, -0.38485896587371826], [0.06656771898269653, -0.19977013766765594]]","[[-0.03518664464354515, 0.2445816993713379], [-0.04918614402413368, 0.2201070636510849], [-0.5821206569671631, 0.19105581939220428]]","[[-0.08505408465862274, 0.22926320135593414]]","[[0.12165383994579315, 0.11896924674510956]]"
DIfP3Xu-Ti_23kwjDTWfZg.jpg,54,diamond-l,"[[2383.0, 1614.0], [2421.0, 1578.0], [2458.0, 1615.0], [2420.0, 1650.0]]","[[0.08951512724161148, -2.134127616882324], [0.08069828897714615, 0.19041568040847778], [0.08059444278478622, -0.15053600072860718]]","[[0.11399806290864944, 0.4194822609424591], [0.053444717079401016, 0.11333702504634857], [0.4866325855255127, 0.09447129815816879]]","[[0.10059143602848053, 0.2102329432964325]]","[[0.40043893456459045, 0.11270681768655777]]"
DL2cNWCaRrdkjCJyBANUkQ.jpg,86,diamond-l,"[[1171.0, 1511.0], [1214.0, 1472.0], [1252.0, 1515.0], [1210.0, 1555.0]]","[[0.0443267859518528, -2.4448049068450928], [0.07080703973770142, 0.04268665611743927], [0.04204558581113815, -0.2584177851676941]]","[[0.01647542044520378, 0.313314825296402], [0.017569510266184807, 0.26381614804267883], [-0.24444794654846191, 0.14299841225147247]]","[[-0.01635337993502617, 0.2515178322792053]]","[[0.2007448822259903, 0.12960229814052582]]"
DL2cNWCaRrdkjCJyBANUkQ.jpg,87,other,"[[1191.0, 1343.0], [1236.0, 1345.0], [1238.0, 1389.0], [1193.0, 1388.0]]",,,,
DLwq4XDabyofMExBDFHZ2Q.jpg,136,diamond-l,"[[3510.0, 1782.0], [3552.0, 1739.0], [3595.0, 1777.0], [3557.0, 1822.0]]","[[0.06283411383628845, -2.100630044937134], [0.22395341098308563, 0.7417398691177368], [0.07794143259525299, -0.3224177658557892]]","[[0.07793369889259338, 0.5379281044006348], [0.05212267488241196, 0.3516201972961426], [-0.4503856897354126, 0.09287036210298538]]","[[0.025807391852140427, 0.33461809158325195]]","[[0.607231855392456, 0.060216281563043594]]"
DLwq4XDabyofMExBDFHZ2Q.jpg,83,diamond-l,"[[2585.0, 1827.0], [2631.0, 1778.0], [2681.0, 1824.0], [2635.0, 1873.0]]","[[0.07408969104290009, -1.7890936136245728], [0.25351887941360474, 0.6436846256256104], [0.08759671449661255, -0.34978005290031433]]","[[0.028642820194363594, 0.6030778884887695], [-0.025001229718327522, 0.4272172152996063], [-1.0523115396499634, 0.16733220219612122]]","[[-0.07737904787063599, 0.41952571272850037]]","[[0.6365715265274048, 0.0851856917142868]]"
DUFHo3dSQFvuAS55cefywA.jpg,60,diamond-l,"[[2582.0, 1450.0], [2727.0, 1343.0], [2831.0, 1492.0], [2701.0, 1594.0]]","[[0.09380790591239929, -4.470266342163086], [0.15526168048381805, 0.1341324895620346], [0.08683229237794876, 0.024220667779445648]]","[[0.013333112001419067, 0.10240283608436584], [0.006893197074532509, 0.08498332649469376], [-0.00874612107872963, 0.02195766381919384]]","[[0.006856640800833702, 0.07060868293046951]]","[[0.10051029920578003, 0.021058326587080956]]"
DUFHo3dSQFvuAS55cefywA.jpg,59,other,"[[2249.0, 1692.0], [2296.0, 1696.0], [2286.0, 1764.0], [2244.0, 1756.0]]",,,,
DUFHo3dSQFvuAS55cefywA.jpg,45,rect-m,"[[1106.0, 1033.0], [1194.0, 1036.0], [1195.0, 1136.0], [1109.0, 1134.0]]","[[0.08545652776956558, -1.9462069272994995], [0.1384676694869995, -0.4866369366645813], [0.06277748942375183, -0.3223746418952942]]","[[0.14330479502677917, 0.13102862238883972], [0.14844192564487457, 0.2046053558588028], [0.14606478810310364, 0.20765428245067596]]","[[0.14313024282455444, 0.18112100660800934]]","[[0.1729346513748169, 0.1863379031419754]]"
Dc7etfidn5GIuZeCAzl_qg.jpg,15,diamond-l,"[[3778.0, 1955.0], [3844.0, 1889.0], [3929.0, 1959.0], [3856.0, 2028.0]]","[[0.07002271711826324, -1.8964860439300537], [0.12573280930519104, 0.3362029492855072], [0.07022605836391449, -0.337257981300354]]","[[0.1288040578365326, 0.385430246591568], [0.13192620873451233, 0.3231591284275055], [-0.0011285278014838696, 0.12549594044685364]]","[[0.10641647130250931, 0.28621789813041687]]","[[0.4019763171672821, 0.11727864295244217]]"
Dc7etfidn5GIuZeCAzl_qg.jpg,16,other,"[[3833.0, 2031.0], [3888.0, 2028.0], [3889.0, 2094.0], [3838.0, 2094.0]]",,,,
Dc7etfidn5GIuZeCAzl_qg.jpg,50,other,"[[2344.0, 1932.0], [2412.0, 1934.0], [2414.0, 1993.0], [2347.0, 2015.0]]",,,,
Dc7etfidn5GIuZeCAzl_qg.jpg,58,other,"[[1780.0, 2027.0], [1828.0, 2026.0], [1828.0, 2082.0], [1780.0, 2082.0]]",,,,
Dc7etfidn5GIuZeCAzl_qg.jpg,60,other,"[[1530.0, 1868.0], [1638.0, 1868.0], [1638.0, 1928.0], [1526.0, 1929.0]]",,,,
Dc7etfidn5GIuZeCAzl_qg.jpg,61,other,"[[1527.0, 1935.0], [1638.0, 1933.0], [1636.0, 2014.0], [1527.0, 2017.0]]",,,,
Dc7etfidn5GIuZeCAzl_qg.jpg,62,other,"[[1499.0, 2119.0], [1616.0, 2119.0], [1613.0, 2219.0], [1491.0, 2214.0]]",,,,
DeOtjC7tfNtuic-jhkgPjg.jpg,189,diamond-l,"[[2402.0, 1595.0], [2451.0, 1527.0], [2521.0, 1582.0], [2471.0, 1649.0]]","[[0.08317483961582184, -1.0993767976760864], [0.14118970930576324, 0.6617913842201233], [0.08818929642438889, -0.4988093674182892]]","[[0.1293383687734604, 0.6369308829307556], [0.21710491180419922, 0.668778121471405], [-0.406293660402298, 0.16486863791942596]]","[[0.11885543167591095, 0.502298891544342]]","[[0.8031805157661438, 0.12920689582824707]]"
DeOtjC7tfNtuic-jhkgPjg.jpg,188,other,"[[2445.0, 1650.0], [2498.0, 1646.0], [2502.0, 1674.0], [2449.0, 1680.0]]",,,,
DesAZbxfZoL7KUVhV-AhhQ.jpg,96,diamond-s,"[[2022.0, 1070.0], [2068.0, 1032.0], [2106.0, 1079.0], [2061.0, 1115.0]]","[[0.06550874561071396, -2.2208828926086426], [0.18728725612163544, -0.4431858956813812], [0.05919399857521057, -0.2788405418395996]]","[[0.013362659141421318, 0.25948429107666016], [0.02057977393269539, 0.28809624910354614], [0.13565227389335632, 0.19794414937496185]]","[[0.04365640878677368, 0.24864394962787628]]","[[0.13600510358810425, 0.2155689001083374]]"
DesAZbxfZoL7KUVhV-AhhQ.jpg,30,other,"[[1961.0, 1187.0], [2010.0, 1190.0], [2010.0, 1229.0], [1961.0, 1228.0]]",,,,
DesAZbxfZoL7KUVhV-AhhQ.jpg,31,other,"[[2039.0, 1188.0], [2105.0, 1192.0], [2105.0, 1233.0], [2037.0, 1232.0]]",,,,
DesAZbxfZoL7KUVhV-AhhQ.jpg,190,circle,"[[538.0, 941.0], [604.0, 941.0], [604.0, 1006.0], [538.0, 1006.0]]","[[0.18031322956085205, -2.0729188919067383], [0.4164496660232544, -1.5721502304077148], [0.09935498237609863, -0.2994794249534607]]","[[-0.08105476200580597, 0.19893315434455872], [0.0004428187385201454, 0.23890988528728485], [0.01765620708465576, 0.36591091752052307]]","[[-0.004803480114787817, 0.24750496447086334]]","[[0.2812356650829315, 0.08801604062318802]]"
DesAZbxfZoL7KUVhV-AhhQ.jpg,108,up-triangle,"[[3059.0, 922.0], [3118.0, 924.0], [3084.0, 997.0]]","[[0.2328413724899292, -2.5209548473358154], [0.17367662489414215, -0.5174424648284912], [0.316071480512619, -0.10641776770353317]]","[[0.060638073831796646, 0.16853664815425873], [0.09610611200332642, 0.16886280477046967], [0.1030430942773819, 0.15765805542469025]]","[[0.0856894999742508, 0.16099728643894196]]","[[0.15585613250732422, 0.12385033816099167]]"
DfKfOO9XorJ4Pk3Zo6B7jQ.jpg,72,diamond-s,"[[1738.0, 1819.0], [1760.0, 1784.0], [1792.0, 1809.0], [1772.0, 1841.0]]","[[0.06719304621219635, -2.518465042114258], [0.277405321598053, 0.7741311192512512], [0.0689583271741867, -0.2632629871368408]]","[[0.1518561989068985, 0.4496217668056488], [0.07707198709249496, 0.2907014489173889], [0.0418664887547493, 0.02903992310166359]]","[[0.04043923318386078, 0.29784733057022095]]","[[0.5755419135093689, 0.03790174424648285]]"
DisHPpXKQ_cwe_Q7Gvs7Cg.jpg,33,diamond-l,"[[1646.0, 1245.0], [1679.0, 1212.0], [1707.0, 1247.0], [1676.0, 1276.0]]","[[0.07309640944004059, -2.212578773498535], [0.14095968008041382, 0.16366319358348846], [0.07016006112098694, -0.2606208324432373]]","[[0.09364748746156693, 0.32452592253685], [0.07649478316307068, 0.24260030686855316], [0.2425599992275238, 0.10522790998220444]]","[[0.08442315459251404, 0.22695741057395935]]","[[0.27550724148750305, 0.11130916327238083]]"
DisHPpXKQ_cwe_Q7Gvs7Cg.jpg,63,diamond-l,"[[2722.0, 1155.0], [2827.0, 1061.0], [2934.0, 1172.0], [2818.0, 1264.0]]","[[0.04512347653508186, -4.2413530349731445], [0.050601471215486526, -0.6425659656524658], [0.03892618790268898, -0.019970303401350975]]","[[0.011200126260519028, 0.07067503035068512], [0.01519341953098774, 0.08569005131721497], [0.08436673879623413, 0.058816831558942795]]","[[0.014326858334243298, 0.07237137854099274]]","[[0.04216969385743141, 0.057453084737062454]]"
DisHPpXKQ_cwe_Q7Gvs7Cg.jpg,35,other,"[[1503.0, 1337.0], [1516.0, 1204.0], [1559.0, 1207.0], [1551.0, 1341.0]]",,,,
Dj6iMpl3XsxwBGLpn7VVUA.jpg,63,diamond-l,"[[325.0, 2420.0], [539.0, 2205.0], [705.0, 2371.0], [505.0, 2598.0]]","[[0.08001340925693512, -2.039379596710205], [0.2011590451002121, 0.2551254630088806], [0.08135699480772018, -0.3008367717266083]]","[[0.13023093342781067, 0.3508240580558777], [0.11007197201251984, 0.2857350707054138], [-0.08403769135475159, 0.1195634976029396]]","[[0.1024375930428505, 0.25467148423194885]]","[[0.41877835988998413, 0.10682731866836548]]"
Dj6iMpl3XsxwBGLpn7VVUA.jpg,26,other,"[[1953.0, 1842.0], [2035.0, 1840.0], [2035.0, 1881.0], [1951.0, 1882.0]]",,,,
DjiyZt7DTMjGJh0sv6VpWA.jpg,33,diamond-l,"[[1787.0, 641.0], [1871.0, 555.0], [1959.0, 647.0], [1868.0, 723.0]]","[[0.04106449335813522, -1.4534387588500977], [0.09856120496988297, 0.09002935886383057], [0.045627906918525696, -0.3797246515750885]]","[[0.03473128005862236, 0.5476481318473816], [0.017873290926218033, 0.43869003653526306], [-0.006270152982324362, 0.2666064500808716]]","[[0.007544620893895626, 0.4284834861755371]]","[[0.32860544323921204, 0.2511720657348633]]"
DjiyZt7DTMjGJh0sv6VpWA.jpg,34,circle,"[[1661.0, 565.0], [1781.0, 565.0], [1781.0, 694.0], [1661.0, 694.0]]","[[0.19080989062786102, -0.7817294597625732], [0.1556733101606369, -0.37687551975250244], [0.25904524326324463, -0.3589451313018799]]","[[0.0005411034799180925, 0.5915666222572327], [0.08795516192913055, 0.4552403390407562], [0.0933273658156395, 0.4588574767112732]]","[[0.03804431110620499, 0.4936308264732361]]","[[0.371957927942276, 0.29582127928733826]]"
DkkIQ_rOopb6aH-7zPTu9g.jpg,28,diamond-l,"[[1886.0, 1275.0], [1914.0, 1246.0], [1947.0, 1279.0], [1909.0, 1315.0]]","[[0.02430209517478943, -2.024409770965576], [0.1009611263871193, 0.08908750116825104], [0.030211959034204483, -0.22609414160251617]]","[[0.04622098430991173, 0.502501368522644], [0.015616273507475853, 0.2020857185125351], [0.16593700647354126, 0.19207364320755005]]","[[0.03152211755514145, 0.30319610238075256]]","[[0.3081207871437073, 0.17800244688987732]]"
DkkIQ_rOopb6aH-7zPTu9g.jpg,61,other,"[[2087.0, 1085.0], [2148.0, 1086.0], [2152.0, 1157.0], [2088.0, 1157.0]]",,,,
Dm7HFPAj-AkWhWj6ppzD-w.jpg,62,diamond-l,"[[1074.0, 1040.0], [1154.0, 966.0], [1232.0, 1045.0], [1150.0, 1119.0]]","[[0.07124942541122437, -2.5915586948394775], [0.1130499616265297, -0.14732231199741364], [0.06827211380004883, -0.21611496806144714]]","[[-0.003183018183335662, 0.24901144206523895], [-0.022657878696918488, 0.23153531551361084], [-0.48976707458496094, 0.15528227388858795]]","[[-0.07740818709135056, 0.23723144829273224]]","[[0.16617342829704285, 0.10579044371843338]]"
Dq4KwwC0Hk_ZT3JBp04KhA.jpg,51,diamond-l,"[[1780.0, 1887.0], [1853.0, 1809.0], [1936.0, 1885.0], [1864.0, 1972.0]]","[[0.06211564689874649, -1.9726966619491577], [0.22567901015281677, 0.36646515130996704], [0.08171198517084122, -0.3208146095275879]]","[[0.15582793951034546, 0.4145354926586151], [0.1429588794708252, 0.2950311005115509], [-0.33838897943496704, 0.14430773258209229]]","[[0.11658196151256561, 0.28812259435653687]]","[[0.4362272322177887, 0.11531192809343338]]"
Du57_kgloJOkeZHHr3ffGg.jpg,33,diamond-l,"[[43.0, 866.0], [75.0, 834.0], [106.0, 865.0], [76.0, 897.0]]","[[0.0574488528072834, -1.4778931140899658], [0.15189111232757568, 0.7143310904502869], [0.04986301809549332, -0.4703083038330078]]","[[0.052117835730314255, 0.6040006875991821], [0.092255599796772, 0.6480145454406738], [-0.4678786098957062, 0.14146877825260162]]","[[0.0202777162194252, 0.4780457615852356]]","[[0.6397590041160583, 0.12433558702468872]]"
Du57_kgloJOkeZHHr3ffGg.jpg,59,other,"[[2561.0, 483.0], [2619.0, 484.0], [2625.0, 565.0], [2540.0, 564.0]]",,,,
Du57_kgloJOkeZHHr3ffGg.jpg,65,other,"[[2485.0, 671.0], [2545.0, 665.0], [2551.0, 754.0], [2491.0, 756.0]]",,,,
Du57_kgloJOkeZHHr3ffGg.jpg,67,other,"[[2025.0, 679.0], [2069.0, 681.0], [2070.0, 725.0], [2025.0, 725.0]]",,,,
Dv7GfvXlhRj0DIfO4ttZdA.jpg,40,diamond-l,"[[393.0, 239.0], [452.0, 159.0], [518.0, 226.0], [462.0, 310.0]]","[[0.1339111477136612, -1.1306281089782715], [0.14212411642074585, 0.2090964913368225], [0.13421523571014404, -0.3618941307067871]]","[[0.1729947030544281, 0.46661919355392456], [0.1453564614057541, 0.3488152027130127], [-0.021175920963287354, 0.22429437935352325]]","[[0.13073797523975372, 0.35677123069763184]]","[[0.41644781827926636, 0.21834613382816315]]"
Dv7GfvXlhRj0DIfO4ttZdA.jpg,42,diamond-l,"[[1257.0, 247.0], [1313.0, 143.0], [1383.0, 220.0], [1331.0, 322.0]]","[[0.07264668494462967, -1.1262006759643555], [0.10341160744428635, 0.0750686377286911], [0.07287932932376862, -0.39551037549972534]]","[[0.12098235636949539, 0.534515380859375], [0.08758781105279922, 0.4238373339176178], [-0.2752285599708557, 0.3205503821372986]]","[[0.05382491648197174, 0.44682443141937256]]","[[0.4028668701648712, 0.28648507595062256]]"
DwT3i-IhPcArJD2vqQ5vjg.jpg,68,diamond-l,"[[299.0, 665.0], [332.0, 625.0], [366.0, 663.0], [328.0, 699.0]]","[[0.05338485911488533, -0.8768158555030823], [0.07889841496944427, 0.32454538345336914], [0.0498645082116127, -0.4766598641872406]]","[[0.1248939111828804, 0.7135438919067383], [0.14917509257793427, 0.6120849251747131], [0.25093233585357666, 0.2931191623210907]]","[[0.12471748888492584, 0.5488529205322266]]","[[0.5305299758911133, 0.3235523998737335]]"
DwT3i-IhPcArJD2vqQ5vjg.jpg,70,other,"[[677.0, 681.0], [709.0, 682.0], [711.0, 733.0], [677.0, 733.0]]",,,,
E0ar84DpJjugKTGBJL7BwQ.jpg,70,diamond-l,"[[2308.0, 1359.0], [2337.0, 1330.0], [2369.0, 1358.0], [2337.0, 1387.0]]","[[0.08144688606262207, -1.8665179014205933], [0.10766967386007309, 0.7503258585929871], [0.08083873987197876, -0.41350582242012024]]","[[0.13058073818683624, 0.4413374662399292], [0.20650841295719147, 0.4559745490550995], [0.16108091175556183, 0.05117492377758026]]","[[0.15053993463516235, 0.32077082991600037]]","[[0.6085448861122131, 0.06911765038967133]]"
E0ar84DpJjugKTGBJL7BwQ.jpg,46,other,"[[1585.0, 1300.0], [1636.0, 1300.0], [1636.0, 1346.0], [1585.0, 1348.0]]",,,,
E0ar84DpJjugKTGBJL7BwQ.jpg,40,circle,"[[12.0, 1400.0], [73.0, 1400.0], [73.0, 1465.0], [12.0, 1465.0]]","[[0.2286900281906128, -1.8534152507781982], [0.16852545738220215, -0.45343419909477234], [0.30703309178352356, -0.15429982542991638]]","[[0.3097184896469116, 0.10004867613315582], [0.2116735875606537, 0.18059389293193817], [0.19857266545295715, 0.18846791982650757]]","[[0.22803017497062683, 0.1749086081981659]]","[[0.2223692387342453, 0.1483442485332489]]"
E0ar84DpJjugKTGBJL7BwQ.jpg,69,diamond-l,"[[2145.0, 1326.0], [2165.0, 1293.0], [2190.0, 1326.0], [2170.0, 1366.0]]","[[0.06846984475851059, -2.3113791942596436], [0.17242875695228577, 0.5784791111946106], [0.0681876540184021, -0.2613198161125183]]","[[0.07043938338756561, 0.4263308644294739], [0.05743834003806114, 0.2555761933326721], [0.11734247207641602, 0.07182817906141281]]","[[0.05714382603764534, 0.2542967200279236]]","[[0.38210728764533997, 0.07560355961322784]]"
E2MU5se7Dkjz5jsgnH3ZNQ.jpg,135,diamond-l,"[[1020.0, 1622.0], [1179.0, 1469.0], [1335.0, 1626.0], [1163.0, 1784.0]]","[[0.029550550505518913, -1.7050890922546387], [0.1622908115386963, 1.1546295881271362], [0.017642071470618248, -0.46114662289619446]]","[[0.07957634329795837, 0.8187374472618103], [0.05765559896826744, 0.6860312819480896], [-1.0704749822616577, 0.1080532968044281]]","[[-0.0003092889965046197, 0.5483717322349548]]","[[0.8816232085227966, 0.013184168376028538]]"
E2MU5se7Dkjz5jsgnH3ZNQ.jpg,134,other,"[[1077.0, 980.0], [1366.0, 984.0], [1340.0, 1340.0], [1052.0, 1339.0]]",,,,
EB42zuzE-mT-JSrxGnbIjA.jpg,117,diamond-l,"[[730.0, 1491.0], [765.0, 1448.0], [809.0, 1480.0], [774.0, 1524.0]]","[[0.041222233325242996, -1.5616708993911743], [0.18094174563884735, 0.8317874670028687], [0.0520169660449028, -0.4420693814754486]]","[[0.11350923776626587, 0.7051249146461487], [0.1195984035730362, 0.5713380575180054], [-0.6216377019882202, 0.13226749002933502]]","[[0.05982770398259163, 0.48250812292099]]","[[0.7482513189315796, 0.09857795387506485]]"
EB42zuzE-mT-JSrxGnbIjA.jpg,44,other,"[[2339.0, 1288.0], [2433.0, 1287.0], [2432.0, 1405.0], [2340.0, 1405.0]]",,,,
EB42zuzE-mT-JSrxGnbIjA.jpg,63,other,"[[3355.0, 1136.0], [3517.0, 1128.0], [3526.0, 1313.0], [3363.0, 1320.0]]",,,,
